id,mentee_id,mentor_id,rating,description,created_at,updated_at
a66a13c7-4d68-4c8f-9867-62c1f7d4d9da,be5e5e65-d15f-4b01-9eb7-d130fc88eaae,3780c747-543e-40ac-a505-6b5911f7dd0f,3.7,offered great resources and tips for learning f46f0d39-c187-4f44-9cf7-bd8ec4a25729.,2024-06-28 01:10:45,2024-07-09 01:10:45
459bf9a1-4727-405f-be6f-adb94a1c29c2,b997c4c0-4be2-4a52-a8b8-a25f30c11e58,78adb454-e250-4b9a-97ae-5f3ddb342dcd,2.8,"shared valuable insights on fb4d34f5-5655-488b-af92-af7e30186108, which helped in my project.",2024-12-19 01:10:45,2025-01-09 01:10:45
90eb0b97-1aa5-4ad4-8971-bfb3736d7ae3,3df72187-0671-4176-8c88-baca8deb91a6,534c70e1-9d87-48a3-acc1-efa6430cc5da,3.6,"gave in-depth explanations on b99d8d20-be7b-40da-9459-57c3c3b89b13, which enhanced my understanding.",2024-05-05 01:10:45,2024-05-19 01:10:45
84a17c89-6f00-464f-b672-294bfa838be4,a6a5ac59-a8d5-48e0-9115-e91010938d84,63abe1cd-ed4f-4646-95d3-6b1624976ebc,4.7,helped me improve my skills in b0b1d7e2-d59b-4be2-897e-5c46a162b2a7 with practical advice.,2024-07-02 01:10:45,2024-07-09 01:10:45
7f528f5f-9256-4d00-90d7-0cb38f3bdf3e,0c19d1df-9b85-4a3c-91da-945abea78ef2,48d1a38f-7245-445b-a6c1-91416309cde8,2.7,"gave in-depth explanations on bf3c7ae2-d1af-4611-aba8-fd7a41dd453d, which enhanced my understanding.",2024-05-16 01:10:45,2024-05-17 01:10:45
710b4e43-5e1c-44de-8aaf-fe1e5295bad9,7325f27d-bc66-4fa2-b21d-76a6460af8a6,eb617e9e-c316-4800-a52d-1b7c53efbf2f,3.9,helped me improve my skills in 63bd9e34-1a9f-4f3e-b733-2ef91aad30e5 with practical advice.,2024-06-28 01:10:45,2024-07-11 01:10:45
f3e066e8-50a8-4ae5-bc24-88be0e58146a,3df72187-0671-4176-8c88-baca8deb91a6,c560dfc4-c4d8-4301-8d7e-360087d72b24,3.4,mentored me in e09abee2-c851-4509-91ed-0d7cb53e926c with real-world examples and applications.,2024-08-16 01:10:45,2024-08-25 01:10:45
67b13562-d197-49ff-82eb-d878e0d4c1e3,2e4f13ed-c500-4395-beff-3bca0afea98b,01843157-3162-4689-b06d-14368f8d9178,4.2,helped me improve my skills in 0a5d7d34-024b-47c8-9095-907bcd2cf542 with practical advice.,2024-07-13 01:10:45,2024-08-10 01:10:45
fcf13c72-dbc8-4406-a3d5-b6fe00c59162,65259dfa-12fa-48ab-98b9-143c859bd02a,b01d5673-1765-4ca2-9aff-1f70a9286ad3,4.5,"shared valuable insights on 775aa4fe-779f-423d-9b95-02fab487672d, which helped in my project.",2024-06-26 01:10:45,2024-07-01 01:10:45
b011fadc-73cd-4c72-8875-1249954fc22a,a6a5ac59-a8d5-48e0-9115-e91010938d84,01843157-3162-4689-b06d-14368f8d9178,3.9,"provided excellent guidance on 0a5d7d34-024b-47c8-9095-907bcd2cf542, explaining complex concepts clearly.",2024-11-12 01:10:45,2024-11-21 01:10:45
fa42bec4-cf2a-4a11-a179-6ff3d06e02fc,b95b2881-d7a7-443c-a4b6-f9dfdc3d7309,e9b81397-e7fa-4c24-ad31-e1917435354b,3.6,"gave in-depth explanations on d00732c3-4e9a-4f62-804c-089aa3a2be42, which enhanced my understanding.",2025-01-25 01:10:45,2025-02-20 01:10:45
c9c7e483-195e-4b09-9db4-9020203805b8,960f1a35-2bdb-4dfb-b0fe-0e548777b2ff,d5b15cb9-3313-4be1-b857-5cdd8e474880,4.4,mentored me in e09abee2-c851-4509-91ed-0d7cb53e926c with real-world examples and applications.,2024-10-11 01:10:45,2024-10-25 01:10:45
f377d0e5-b89c-447d-8c0e-da917f5ace72,e9335f6e-4352-4c25-b1e4-9af5e91e2dfb,7ce3d645-3c55-4389-a7cb-5d5edefd78c0,4.6,helped me improve my skills in 6f65fa0d-a7be-4ed3-83b2-541475f70ccf with practical advice.,2024-12-04 01:10:45,2024-12-14 01:10:45
07fe4622-cf1a-4c00-8033-0586ddc8930b,8b6316c7-3892-483c-a448-e1b4fbcfff29,608ca605-740b-411b-97ad-3fd166324283,3.1,mentored me in ec7b7760-9c32-4d00-9654-3a1c562ce07c with real-world examples and applications.,2024-09-13 01:10:45,2024-09-25 01:10:45
c4ac5726-19f0-4248-b2a2-ac606084a9ea,5fb1804f-e8fb-45d4-adf8-18ad79192dc0,5ae7c62b-1731-47af-b645-6ecf6964e51f,4.6,"shared valuable insights on b0b1d7e2-d59b-4be2-897e-5c46a162b2a7, which helped in my project.",2024-04-16 01:10:45,2024-05-08 01:10:45
5568b4c7-2a36-4c56-8d2f-ad2ce0935566,43b803d1-de18-4500-8c26-576577f6b8d4,79757391-379a-4b79-81ab-229b155ed906,4.3,"was very patient and knowledgeable about 63bd9e34-1a9f-4f3e-b733-2ef91aad30e5, making the sessions engaging.",2024-09-09 01:10:45,2024-09-28 01:10:45
b9e69cde-91d5-420c-8c8a-bf4e1e3a76e1,5fb1804f-e8fb-45d4-adf8-18ad79192dc0,bc88b8f3-3bb8-46bf-b7f9-9782e74749ce,4.3,offered great resources and tips for learning 775aa4fe-779f-423d-9b95-02fab487672d.,2024-05-07 01:10:45,2024-05-31 01:10:45
70918656-08a8-489e-9206-d7e0af5864da,7c9754a2-e6c7-4a6f-9da9-57b98451d566,d5b15cb9-3313-4be1-b857-5cdd8e474880,4.8,mentored me in 5443b0f4-32be-47a1-b8fe-3bef14b64c63 with real-world examples and applications.,2024-11-25 01:10:45,2024-12-08 01:10:45
0087b95b-1e6e-4f97-994c-a9077dd4ce84,8b6316c7-3892-483c-a448-e1b4fbcfff29,d3b7d844-5381-4ed8-b8b4-7aca3b75e468,2.8,"gave in-depth explanations on 140ffbf3-79f4-41b8-97d8-a60664dc782a, which enhanced my understanding.",2024-05-19 01:10:45,2024-05-27 01:10:45
06be6cf6-5fee-4499-8a10-8fb5d568d93b,b95b2881-d7a7-443c-a4b6-f9dfdc3d7309,d5b15cb9-3313-4be1-b857-5cdd8e474880,3.4,helped me improve my skills in e09abee2-c851-4509-91ed-0d7cb53e926c with practical advice.,2024-04-11 01:10:45,2024-05-03 01:10:45
0644212a-f9a4-4ceb-b7ec-80c1c1f32180,7c9754a2-e6c7-4a6f-9da9-57b98451d566,45ea6ac9-f9bc-460e-a6a6-321779cb1024,4.0,offered great resources and tips for learning fb4d34f5-5655-488b-af92-af7e30186108.,2024-07-20 01:10:45,2024-07-27 01:10:45
